timestamp,ip,attack_type,confidence,action
2026-03-11 15:01:01.972989,51.104.15.253,intrusion,1.0,already_blocked
2026-03-11 15:01:01.974863,51.104.15.253,intrusion,1.0,already_blocked
2026-03-11 15:01:01.976074,51.104.15.253,intrusion,1.0,already_blocked
2026-03-11 15:01:01.982075,51.104.15.253,intrusion,1.0,already_blocked
2026-03-11 15:01:01.983071,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:01.983909,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.363538,51.104.15.253,intrusion,1.0,already_blocked
2026-03-11 15:01:02.494615,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.496412,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.501542,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.504816,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.506221,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.507667,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.509129,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.510486,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.511484,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.516680,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.526869,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.527695,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.528233,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.528723,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.529865,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.531589,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.534838,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.536100,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.537440,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.538510,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.539444,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.540014,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.541092,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.541642,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.621293,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.621705,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.727519,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.728169,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.882486,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.884350,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.885947,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.931945,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.933349,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.934540,192.168.0.101,intrusion,1.0,already_blocked
2026-03-11 15:01:02.948365,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.949459,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.950345,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.951177,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.951984,17.248.239.65,intrusion,1.0,already_blocked
2026-03-11 15:01:02.952987,192.168.0.101,intrusion,1.0,already_blocked
